Engine Fuel Type,Transmission Type,Driven_Wheels,Market Category,Vehicle Size,Vehicle Style,Engine HP,Engine Cylinders,Number of Doors,highway MPG,city mpg,MSRP,Popularity,,Make,Year
flex-fuel (unleaded/E85),AUTOMATIC,rear wheel drive,"Flex Fuel,Performance",Large,4dr SUV,355,8,4,23,16,63785,1385,,Chevrolet,2015
flex-fuel (unleaded/E85),AUTOMATIC,four wheel drive,Flex Fuel,Large,4dr SUV,355,8,4,22,15,57205,1385,,Chevrolet,2015
flex-fuel (unleaded/E85),AUTOMATIC,four wheel drive,"Flex Fuel,Performance",Large,4dr SUV,355,8,4,22,15,66785,1385,,Chevrolet,2015
flex-fuel (unleaded/E85),AUTOMATIC,four wheel drive,Flex Fuel,Large,4dr SUV,355,8,4,22,15,52000,1385,,Chevrolet,2015
flex-fuel (unleaded/E85),AUTOMATIC,rear wheel drive,Flex Fuel,Large,4dr SUV,355,8,4,23,16,49000,1385,,Chevrolet,2015
flex-fuel (unleaded/E85),AUTOMATIC,rear wheel drive,"Flex Fuel,Performance",Large,4dr SUV,355,8,4,23,16,54730,1385,,Chevrolet,2016
flex-fuel (unleaded/E85),AUTOMATIC,four wheel drive,"Flex Fuel,Performance",Large,4dr SUV,355,8,4,22,15,57730,1385,,Chevrolet,2016
flex-fuel (unleaded/E85),AUTOMATIC,rear wheel drive,"Flex Fuel,Performance",Large,4dr SUV,355,8,4,23,16,64440,1385,,Chevrolet,2016
flex-fuel (unleaded/E85),AUTOMATIC,four wheel drive,"Flex Fuel,Performance",Large,4dr SUV,355,8,4,22,15,52700,1385,,Chevrolet,2016
flex-fuel (unleaded/E85),AUTOMATIC,rear wheel drive,"Flex Fuel,Performance",Large,4dr SUV,355,8,4,23,16,49700,1385,,Chevrolet,2016
flex-fuel (unleaded/E85),AUTOMATIC,four wheel drive,"Flex Fuel,Performance",Large,4dr SUV,355,8,4,22,15,67440,1385,,Chevrolet,2016
flex-fuel (unleaded/E85),AUTOMATIC,four wheel drive,"Flex Fuel,Performance",Large,4dr SUV,355,8,4,22,15,58045,1385,,Chevrolet,2017
flex-fuel (unleaded/E85),AUTOMATIC,rear wheel drive,"Flex Fuel,Performance",Large,4dr SUV,355,8,4,23,16,49915,1385,,Chevrolet,2017
flex-fuel (unleaded/E85),AUTOMATIC,four wheel drive,"Flex Fuel,Performance",Large,4dr SUV,355,8,4,22,15,67730,1385,,Chevrolet,2017
flex-fuel (unleaded/E85),AUTOMATIC,four wheel drive,"Flex Fuel,Performance",Large,4dr SUV,355,8,4,22,15,52915,1385,,Chevrolet,2017
flex-fuel (unleaded/E85),AUTOMATIC,rear wheel drive,"Flex Fuel,Performance",Large,4dr SUV,355,8,4,23,16,55045,1385,,Chevrolet,2017
flex-fuel (unleaded/E85),AUTOMATIC,rear wheel drive,"Flex Fuel,Performance",Large,4dr SUV,355,8,4,23,16,64730,1385,,Chevrolet,2017
regular unleaded,MANUAL,front wheel drive,Hatchback,Compact,4dr Hatchback,100,4,4,29,20,2000,535,,Plymouth,1992
regular unleaded,MANUAL,front wheel drive,Hatchback,Compact,4dr Hatchback,93,4,4,29,23,2000,535,,Plymouth,1992
regular unleaded,MANUAL,front wheel drive,Hatchback,Compact,2dr Hatchback,93,4,2,29,23,2000,535,,Plymouth,1992
regular unleaded,MANUAL,front wheel drive,Hatchback,Compact,2dr Hatchback,100,4,2,29,20,2000,535,,Plymouth,1992
regular unleaded,MANUAL,front wheel drive,Hatchback,Compact,2dr Hatchback,93,4,2,29,23,2000,535,,Plymouth,1992
regular unleaded,MANUAL,front wheel drive,Hatchback,Compact,4dr Hatchback,93,4,4,29,23,2000,535,,Plymouth,1992
regular unleaded,MANUAL,front wheel drive,Hatchback,Compact,2dr Hatchback,100,4,2,29,22,2000,535,,Plymouth,1993
regular unleaded,MANUAL,front wheel drive,Hatchback,Compact,4dr Hatchback,93,4,4,29,23,2000,535,,Plymouth,1993
regular unleaded,MANUAL,front wheel drive,Hatchback,Compact,4dr Hatchback,100,4,4,29,22,2000,535,,Plymouth,1993
regular unleaded,MANUAL,front wheel drive,Hatchback,Compact,2dr Hatchback,93,4,2,29,23,2000,535,,Plymouth,1993
regular unleaded,MANUAL,front wheel drive,Hatchback,Compact,4dr Hatchback,100,4,4,27,21,2000,535,,Plymouth,1994
regular unleaded,MANUAL,front wheel drive,Hatchback,Compact,2dr Hatchback,100,4,2,27,21,2000,535,,Plymouth,1994
regular unleaded,MANUAL,front wheel drive,Hatchback,Compact,2dr Hatchback,93,4,2,30,23,2000,535,,Plymouth,1994
regular unleaded,MANUAL,front wheel drive,Hatchback,Compact,4dr Hatchback,93,4,4,30,23,2000,535,,Plymouth,1994
premium unleaded (required),MANUAL,rear wheel drive,"Exotic,High-Performance",Compact,Convertible,532,12,2,15,9,281170,2774,,Ferrari,2005
premium unleaded (required),AUTOMATED_MANUAL,rear wheel drive,"Exotic,High-Performance",Compact,Convertible,532,12,2,16,9,294080,2774,,Ferrari,2005
flex-fuel (premium unleaded required/E85),AUTOMATIC,all wheel drive,"Exotic,Flex Fuel,Factory Tuner,Luxury,High-Performance",Midsize,Convertible,631,12,2,19,12,291900,520,,Bentley,2013
regular unleaded,AUTOMATIC,rear wheel drive,Performance,Compact,Coupe,320,6,2,22,16,18255,2031,,Toyota,1996
regular unleaded,MANUAL,rear wheel drive,Performance,Compact,Coupe,220,6,2,22,16,14977,2031,,Toyota,1996
regular unleaded,MANUAL,rear wheel drive,Performance,Compact,Coupe,320,6,2,22,15,22001,2031,,Toyota,1997
regular unleaded,MANUAL,rear wheel drive,Performance,Compact,Coupe,220,6,2,22,16,17320,2031,,Toyota,1997
regular unleaded,MANUAL,rear wheel drive,Performance,Compact,Coupe,225,6,2,22,17,20596,2031,,Toyota,1998
regular unleaded,MANUAL,rear wheel drive,Performance,Compact,Coupe,320,6,2,22,15,25279,2031,,Toyota,1998
regular unleaded,AUTOMATIC,all wheel drive,Performance,Compact,Coupe,230,6,2,23,15,2000,640,,Subaru,1995
regular unleaded,AUTOMATIC,front wheel drive,Performance,Compact,Coupe,230,6,2,23,15,2000,640,,Subaru,1995
regular unleaded,AUTOMATIC,all wheel drive,Performance,Compact,Coupe,230,6,2,23,15,2230,640,,Subaru,1995
regular unleaded,AUTOMATIC,front wheel drive,Performance,Compact,Coupe,230,6,2,23,15,2000,640,,Subaru,1995
regular unleaded,AUTOMATIC,all wheel drive,Performance,Compact,Coupe,230,6,2,22,15,2472,640,,Subaru,1996
regular unleaded,AUTOMATIC,all wheel drive,Performance,Compact,Coupe,230,6,2,22,15,2283,640,,Subaru,1996
regular unleaded,AUTOMATIC,all wheel drive,Performance,Compact,Coupe,230,6,2,22,15,2749,640,,Subaru,1997
regular unleaded,AUTOMATIC,all wheel drive,Performance,Compact,Coupe,230,6,2,22,15,2512,640,,Subaru,1997
regular unleaded,MANUAL,front wheel drive,Hatchback,Compact,2dr Hatchback,79,4,2,39,33,2000,481,,Suzuki,1999
regular unleaded,MANUAL,front wheel drive,Hatchback,Compact,2dr Hatchback,79,4,2,38,31,2000,481,,Suzuki,2000
regular unleaded,MANUAL,front wheel drive,Hatchback,Compact,2dr Hatchback,79,4,2,38,31,2000,481,,Suzuki,2000
regular unleaded,AUTOMATIC,front wheel drive,Hatchback,Compact,2dr Hatchback,79,4,2,31,26,9949,481,,Suzuki,2001
regular unleaded,AUTOMATIC,front wheel drive,Hatchback,Compact,2dr Hatchback,79,4,2,31,26,10949,481,,Suzuki,2001
regular unleaded,MANUAL,front wheel drive,Hatchback,Compact,2dr Hatchback,79,4,2,38,31,9299,481,,Suzuki,2001
regular unleaded,MANUAL,front wheel drive,Hatchback,Compact,2dr Hatchback,79,4,2,38,31,10299,481,,Suzuki,2001
regular unleaded,MANUAL,front wheel drive,"Crossover,Hatchback",Compact,4dr Hatchback,150,4,4,30,22,16599,481,,Suzuki,2011
regular unleaded,AUTOMATIC,all wheel drive,"Crossover,Hatchback",Compact,4dr Hatchback,148,4,4,29,23,19349,481,,Suzuki,2011
regular unleaded,MANUAL,all wheel drive,"Crossover,Hatchback",Compact,4dr Hatchback,150,4,4,30,22,16999,481,,Suzuki,2011
regular unleaded,MANUAL,all wheel drive,"Crossover,Hatchback",Compact,4dr Hatchback,150,4,4,30,22,18249,481,,Suzuki,2011
regular unleaded,AUTOMATIC,front wheel drive,"Crossover,Hatchback",Compact,4dr Hatchback,148,4,4,30,23,17799,481,,Suzuki,2011
regular unleaded,AUTOMATIC,front wheel drive,"Crossover,Hatchback",Compact,4dr Hatchback,148,4,4,30,23,18299,481,,Suzuki,2011
regular unleaded,MANUAL,front wheel drive,"Crossover,Hatchback",Compact,4dr Hatchback,150,4,4,30,22,17099,481,,Suzuki,2011
regular unleaded,AUTOMATIC,all wheel drive,"Crossover,Hatchback",Compact,4dr Hatchback,148,4,4,29,23,18599,481,,Suzuki,2011
regular unleaded,MANUAL,front wheel drive,"Crossover,Hatchback",Compact,4dr Hatchback,150,4,4,30,22,16799,481,,Suzuki,2012
regular unleaded,AUTOMATIC,all wheel drive,"Crossover,Hatchback",Compact,4dr Hatchback,148,4,4,29,23,18875,481,,Suzuki,2012
regular unleaded,AUTOMATIC,all wheel drive,"Crossover,Hatchback",Compact,4dr Hatchback,148,4,4,29,23,19649,481,,Suzuki,2012
regular unleaded,AUTOMATIC,front wheel drive,"Crossover,Hatchback",Compact,4dr Hatchback,148,4,4,30,23,17999,481,,Suzuki,2012
regular unleaded,AUTOMATIC,front wheel drive,"Crossover,Hatchback",Compact,4dr Hatchback,148,4,4,30,23,18499,481,,Suzuki,2012
regular unleaded,MANUAL,all wheel drive,"Crossover,Hatchback",Compact,4dr Hatchback,150,4,4,30,22,18549,481,,Suzuki,2012
regular unleaded,MANUAL,all wheel drive,"Crossover,Hatchback",Compact,4dr Hatchback,150,4,4,30,22,16999,481,,Suzuki,2012
regular unleaded,MANUAL,all wheel drive,"Crossover,Hatchback",Compact,4dr Hatchback,150,4,4,30,22,19349,481,,Suzuki,2013
regular unleaded,MANUAL,all wheel drive,"Crossover,Hatchback",Compact,4dr Hatchback,150,4,4,30,22,16999,481,,Suzuki,2013
regular unleaded,AUTOMATIC,all wheel drive,"Crossover,Hatchback",Compact,4dr Hatchback,148,4,4,29,23,19175,481,,Suzuki,2013
regular unleaded,AUTOMATIC,front wheel drive,"Crossover,Hatchback",Compact,4dr Hatchback,148,4,4,30,23,18349,481,,Suzuki,2013
regular unleaded,AUTOMATIC,all wheel drive,"Crossover,Hatchback",Compact,4dr Hatchback,148,4,4,29,23,20449,481,,Suzuki,2013
regular unleaded,AUTOMATIC,all wheel drive,"Factory Tuner,Performance",Compact,Regular Cab Pickup,280,6,2,16,13,5667,549,,GMC,1991
regular unleaded,AUTOMATIC,rear wheel drive,Hybrid,Large,4dr SUV,332,8,4,23,20,51145,1385,,Chevrolet,2011
regular unleaded,AUTOMATIC,four wheel drive,Hybrid,Large,4dr SUV,332,8,4,23,20,53950,1385,,Chevrolet,2011
regular unleaded,AUTOMATIC,four wheel drive,Hybrid,Large,4dr SUV,332,8,4,23,20,54775,1385,,Chevrolet,2012
regular unleaded,AUTOMATIC,rear wheel drive,Hybrid,Large,4dr SUV,332,8,4,23,20,51970,1385,,Chevrolet,2012
regular unleaded,AUTOMATIC,four wheel drive,"Luxury,Hybrid",Large,4dr SUV,332,8,4,23,20,56425,1385,,Chevrolet,2013
regular unleaded,AUTOMATIC,rear wheel drive,"Luxury,Hybrid",Large,4dr SUV,332,8,4,23,20,53620,1385,,Chevrolet,2013
flex-fuel (unleaded/E85),AUTOMATIC,four wheel drive,Flex Fuel,Large,4dr SUV,355,8,4,22,16,54505,1385,,Chevrolet,2015
flex-fuel (unleaded/E85),AUTOMATIC,rear wheel drive,"Flex Fuel,Performance",Large,4dr SUV,355,8,4,23,16,61085,1385,,Chevrolet,2015
flex-fuel (unleaded/E85),AUTOMATIC,four wheel drive,Flex Fuel,Large,4dr SUV,355,8,4,22,16,49300,1385,,Chevrolet,2015
flex-fuel (unleaded/E85),AUTOMATIC,rear wheel drive,Flex Fuel,Large,4dr SUV,355,8,4,23,16,46300,1385,,Chevrolet,2015
flex-fuel (unleaded/E85),AUTOMATIC,rear wheel drive,Flex Fuel,Large,4dr SUV,355,8,4,23,16,51505,1385,,Chevrolet,2015
flex-fuel (unleaded/E85),AUTOMATIC,four wheel drive,"Flex Fuel,Performance",Large,4dr SUV,355,8,4,22,16,64085,1385,,Chevrolet,2015
flex-fuel (unleaded/E85),AUTOMATIC,four wheel drive,"Flex Fuel,Performance",Large,4dr SUV,355,8,4,22,16,64740,1385,,Chevrolet,2016
flex-fuel (unleaded/E85),AUTOMATIC,rear wheel drive,Flex Fuel,Large,4dr SUV,355,8,4,23,16,47000,1385,,Chevrolet,2016
flex-fuel (unleaded/E85),AUTOMATIC,four wheel drive,Flex Fuel,Large,4dr SUV,355,8,4,22,16,55030,1385,,Chevrolet,2016
flex-fuel (unleaded/E85),AUTOMATIC,rear wheel drive,Flex Fuel,Large,4dr SUV,355,8,4,23,16,52030,1385,,Chevrolet,2016
flex-fuel (unleaded/E85),AUTOMATIC,four wheel drive,Flex Fuel,Large,4dr SUV,355,8,4,22,16,50000,1385,,Chevrolet,2016
flex-fuel (unleaded/E85),AUTOMATIC,rear wheel drive,"Flex Fuel,Performance",Large,4dr SUV,355,8,4,23,16,61740,1385,,Chevrolet,2016
flex-fuel (unleaded/E85),AUTOMATIC,four wheel drive,"Flex Fuel,Performance",Large,4dr SUV,355,8,4,22,16,50215,1385,,Chevrolet,2017
flex-fuel (unleaded/E85),AUTOMATIC,four wheel drive,"Flex Fuel,Performance",Large,4dr SUV,355,8,4,22,16,55345,1385,,Chevrolet,2017
flex-fuel (unleaded/E85),AUTOMATIC,rear wheel drive,"Flex Fuel,Performance",Large,4dr SUV,355,8,4,23,16,47215,1385,,Chevrolet,2017
flex-fuel (unleaded/E85),AUTOMATIC,rear wheel drive,"Flex Fuel,Performance",Large,4dr SUV,355,8,4,23,16,62030,1385,,Chevrolet,2017
flex-fuel (unleaded/E85),AUTOMATIC,rear wheel drive,"Flex Fuel,Performance",Large,4dr SUV,355,8,4,23,16,52345,1385,,Chevrolet,2017
flex-fuel (unleaded/E85),AUTOMATIC,four wheel drive,"Flex Fuel,Performance",Large,4dr SUV,355,8,4,22,16,65030,1385,,Chevrolet,2017
regular unleaded,AUTOMATIC,all wheel drive,Crossover,Large,Wagon,260,6,4,22,15,31620,5657,,Ford,2008
regular unleaded,AUTOMATIC,all wheel drive,Crossover,Large,Wagon,260,6,4,22,15,28880,5657,,Ford,2008
regular unleaded,AUTOMATIC,front wheel drive,Crossover,Large,Wagon,260,6,4,24,16,29770,5657,,Ford,2008
regular unleaded,AUTOMATIC,front wheel drive,Crossover,Large,Wagon,260,6,4,24,16,27030,5657,,Ford,2008
regular unleaded,AUTOMATIC,all wheel drive,Crossover,Large,Wagon,260,6,4,22,15,32600,5657,,Ford,2008
regular unleaded,AUTOMATIC,front wheel drive,Crossover,Large,Wagon,260,6,4,24,16,30750,5657,,Ford,2008
regular unleaded,AUTOMATIC,front wheel drive,Crossover,Large,Wagon,263,6,4,24,17,32325,5657,,Ford,2009
regular unleaded,AUTOMATIC,all wheel drive,Crossover,Large,Wagon,263,6,4,22,15,33180,5657,,Ford,2009
regular unleaded,AUTOMATIC,all wheel drive,Crossover,Large,Wagon,263,6,4,22,15,34175,5657,,Ford,2009
regular unleaded,AUTOMATIC,front wheel drive,Crossover,Large,Wagon,263,6,4,24,17,31330,5657,,Ford,2009
regular unleaded,AUTOMATIC,all wheel drive,Crossover,Large,Wagon,263,6,4,22,15,30120,5657,,Ford,2009
regular unleaded,AUTOMATIC,front wheel drive,Crossover,Large,Wagon,263,6,4,24,17,28270,5657,,Ford,2009
flex-fuel (unleaded/E85),AUTOMATIC,front wheel drive,"Flex Fuel,Performance",Large,Sedan,288,6,4,29,19,29485,5657,,Ford,2015
flex-fuel (unleaded/E85),AUTOMATIC,front wheel drive,Flex Fuel,Large,Sedan,288,6,4,29,19,27055,5657,,Ford,2015
premium unleaded (recommended),AUTOMATIC,all wheel drive,"Factory Tuner,High-Performance",Large,Sedan,365,6,4,25,17,40220,5657,,Ford,2015
flex-fuel (unleaded/E85),AUTOMATIC,all wheel drive,"Flex Fuel,Performance",Large,Sedan,288,6,4,26,18,31335,5657,,Ford,2015
flex-fuel (unleaded/E85),AUTOMATIC,all wheel drive,"Flex Fuel,Performance",Large,Sedan,288,6,4,26,18,36255,5657,,Ford,2015
flex-fuel (unleaded/E85),AUTOMATIC,front wheel drive,"Flex Fuel,Performance",Large,Sedan,288,6,4,29,19,34405,5657,,Ford,2015
flex-fuel (unleaded/E85),AUTOMATIC,front wheel drive,"Flex Fuel,Performance",Large,Sedan,288,6,4,27,18,29540,5657,,Ford,2016
flex-fuel (unleaded/E85),AUTOMATIC,front wheel drive,"Flex Fuel,Performance",Large,Sedan,288,6,4,27,18,34460,5657,,Ford,2016
flex-fuel (unleaded/E85),AUTOMATIC,front wheel drive,Flex Fuel,Large,Sedan,288,6,4,27,18,27110,5657,,Ford,2016
flex-fuel (unleaded/E85),AUTOMATIC,all wheel drive,"Flex Fuel,Performance",Large,Sedan,288,6,4,24,17,31390,5657,,Ford,2016
premium unleaded (recommended),AUTOMATIC,all wheel drive,"Factory Tuner,High-Performance",Large,Sedan,365,6,4,24,16,40275,5657,,Ford,2016
flex-fuel (unleaded/E85),AUTOMATIC,all wheel drive,"Flex Fuel,Performance",Large,Sedan,288,6,4,24,17,36310,5657,,Ford,2016
flex-fuel (unleaded/E85),AUTOMATIC,front wheel drive,"Flex Fuel,Performance",Large,Sedan,288,6,4,27,18,36855,5657,,Ford,2017
flex-fuel (unleaded/E85),AUTOMATIC,front wheel drive,"Flex Fuel,Performance",Large,Sedan,288,6,4,27,18,29775,5657,,Ford,2017
premium unleaded (recommended),AUTOMATIC,all wheel drive,"Factory Tuner,High-Performance",Large,Sedan,365,6,4,24,16,42520,5657,,Ford,2017
flex-fuel (unleaded/E85),AUTOMATIC,all wheel drive,"Flex Fuel,Performance",Large,Sedan,288,6,4,24,17,31625,5657,,Ford,2017
flex-fuel (unleaded/E85),AUTOMATIC,all wheel drive,"Flex Fuel,Performance",Large,Sedan,288,6,4,24,17,38705,5657,,Ford,2017
flex-fuel (unleaded/E85),AUTOMATIC,front wheel drive,Flex Fuel,Large,Sedan,288,6,4,27,18,27345,5657,,Ford,2017
regular unleaded,AUTOMATIC,front wheel drive,Luxury,Compact,Convertible,141,6,2,22,15,2000,1013,,Chrysler,1990
regular unleaded,MANUAL,front wheel drive,Performance,Compact,Convertible,200,4,2,23,16,2000,1013,,Chrysler,1990
regular unleaded,AUTOMATIC,front wheel drive,Luxury,Compact,Convertible,141,6,2,22,16,2000,1013,,Chrysler,1991
regular unleaded,MANUAL,front wheel drive,Hatchback,Compact,2dr Hatchback,179,4,2,31,23,21400,105,,Scion,2014
regular unleaded,MANUAL,front wheel drive,Hatchback,Compact,2dr Hatchback,179,4,2,31,23,21440,105,,Scion,2014
regular unleaded,AUTOMATIC,front wheel drive,Hatchback,Compact,2dr Hatchback,179,4,2,31,23,22440,105,,Scion,2014
regular unleaded,AUTOMATIC,front wheel drive,Hatchback,Compact,2dr Hatchback,179,4,2,31,23,22400,105,,Scion,2014
regular unleaded,AUTOMATIC,front wheel drive,Hatchback,Compact,2dr Hatchback,179,4,2,31,23,20210,105,,Scion,2014
regular unleaded,MANUAL,front wheel drive,Hatchback,Compact,2dr Hatchback,179,4,2,31,23,19210,105,,Scion,2014
regular unleaded,MANUAL,front wheel drive,Hatchback,Compact,2dr Hatchback,179,4,2,31,23,19210,105,,Scion,2015
regular unleaded,AUTOMATIC,front wheel drive,Hatchback,Compact,2dr Hatchback,179,4,2,31,23,20360,105,,Scion,2015
regular unleaded,AUTOMATIC,front wheel drive,Hatchback,Compact,2dr Hatchback,179,4,2,31,23,24340,105,,Scion,2015
regular unleaded,MANUAL,front wheel drive,Hatchback,Compact,2dr Hatchback,179,4,2,31,23,23190,105,,Scion,2015
regular unleaded,MANUAL,front wheel drive,Hatchback,Compact,2dr Hatchback,179,4,2,31,23,19385,105,,Scion,2016
regular unleaded,MANUAL,front wheel drive,Hatchback,Compact,2dr Hatchback,179,4,2,31,23,23190,105,,Scion,2016
regular unleaded,AUTOMATIC,front wheel drive,Hatchback,Compact,2dr Hatchback,179,4,2,31,23,24340,105,,Scion,2016
regular unleaded,AUTOMATIC,front wheel drive,Hatchback,Compact,2dr Hatchback,179,4,2,31,23,20535,105,,Scion,2016
regular unleaded,AUTOMATIC,front wheel drive,Crossover,Compact,4dr SUV,182,4,4,32,22,24070,549,,GMC,2015
regular unleaded,AUTOMATIC,all wheel drive,Crossover,Compact,4dr SUV,182,4,4,29,20,37240,549,,GMC,2015
regular unleaded,AUTOMATIC,front wheel drive,Crossover,Compact,4dr SUV,182,4,4,32,22,33065,549,,GMC,2015
regular unleaded,AUTOMATIC,front wheel drive,Crossover,Compact,4dr SUV,182,4,4,32,22,29820,549,,GMC,2015
regular unleaded,AUTOMATIC,all wheel drive,Crossover,Compact,4dr SUV,182,4,4,29,20,28310,549,,GMC,2015
regular unleaded,AUTOMATIC,front wheel drive,Crossover,Compact,4dr SUV,182,4,4,32,22,26560,549,,GMC,2015
regular unleaded,AUTOMATIC,all wheel drive,Crossover,Compact,4dr SUV,182,4,4,29,20,34815,549,,GMC,2015
regular unleaded,AUTOMATIC,front wheel drive,Crossover,Compact,4dr SUV,182,4,4,32,22,35490,549,,GMC,2015
regular unleaded,AUTOMATIC,all wheel drive,Crossover,Compact,4dr SUV,182,4,4,29,20,29810,549,,GMC,2015
regular unleaded,AUTOMATIC,front wheel drive,Crossover,Compact,4dr SUV,182,4,4,32,22,28060,549,,GMC,2015
regular unleaded,AUTOMATIC,all wheel drive,Crossover,Compact,4dr SUV,182,4,4,29,20,31570,549,,GMC,2015
regular unleaded,AUTOMATIC,front wheel drive,Crossover,Compact,4dr SUV,182,4,4,32,22,28300,549,,GMC,2016
regular unleaded,AUTOMATIC,front wheel drive,Crossover,Compact,4dr SUV,182,4,4,32,22,33975,549,,GMC,2016
regular unleaded,AUTOMATIC,front wheel drive,Crossover,Compact,4dr SUV,182,4,4,32,22,23975,549,,GMC,2016
regular unleaded,AUTOMATIC,all wheel drive,Crossover,Compact,4dr SUV,182,4,4,29,20,28550,549,,GMC,2016
regular unleaded,AUTOMATIC,front wheel drive,Crossover,Compact,4dr SUV,182,4,4,32,22,30620,549,,GMC,2016
regular unleaded,AUTOMATIC,all wheel drive,Crossover,Compact,4dr SUV,182,4,4,29,20,35725,549,,GMC,2016
regular unleaded,AUTOMATIC,front wheel drive,Crossover,Compact,4dr SUV,182,4,4,32,22,26800,549,,GMC,2016
regular unleaded,AUTOMATIC,all wheel drive,Crossover,Compact,4dr SUV,182,4,4,29,20,32370,549,,GMC,2016
regular unleaded,AUTOMATIC,all wheel drive,Crossover,Compact,4dr SUV,182,4,4,29,20,30050,549,,GMC,2016
regular unleaded,AUTOMATIC,all wheel drive,Crossover,Compact,4dr SUV,182,4,4,28,20,29050,549,,GMC,2017
regular unleaded,AUTOMATIC,front wheel drive,Crossover,Compact,4dr SUV,182,4,4,31,21,28800,549,,GMC,2017
regular unleaded,AUTOMATIC,all wheel drive,Crossover,Compact,4dr SUV,182,4,4,28,20,36025,549,,GMC,2017
regular unleaded,AUTOMATIC,front wheel drive,Crossover,Compact,4dr SUV,182,4,4,31,21,34275,549,,GMC,2017
regular unleaded,AUTOMATIC,front wheel drive,Crossover,Compact,4dr SUV,182,4,4,31,21,27300,549,,GMC,2017
regular unleaded,AUTOMATIC,all wheel drive,Crossover,Compact,4dr SUV,182,4,4,28,20,30550,549,,GMC,2017
regular unleaded,AUTOMATIC,front wheel drive,Crossover,Compact,4dr SUV,182,4,4,31,21,30920,549,,GMC,2017
regular unleaded,AUTOMATIC,front wheel drive,Crossover,Compact,4dr SUV,182,4,4,31,21,24070,549,,GMC,2017
regular unleaded,AUTOMATIC,all wheel drive,Crossover,Compact,4dr SUV,182,4,4,28,20,32670,549,,GMC,2017
regular unleaded,AUTOMATIC,front wheel drive,Flex Fuel,Midsize,Passenger Minivan,240,6,4,23,16,30780,155,,Buick,2007
regular unleaded,AUTOMATIC,front wheel drive,Flex Fuel,Midsize,Passenger Minivan,240,6,4,23,16,28000,155,,Buick,2007
regular unleaded,AUTOMATIC,front wheel drive,Flex Fuel,Midsize,Passenger Minivan,240,6,4,23,16,26660,155,,Buick,2007
premium unleaded (required),AUTOMATIC,rear wheel drive,Performance,Midsize,Convertible,280,8,2,22,16,40355,5657,,Ford,2003
premium unleaded (required),AUTOMATIC,rear wheel drive,Performance,Midsize,Convertible,280,8,2,22,16,36815,5657,,Ford,2003
premium unleaded (required),AUTOMATIC,rear wheel drive,Performance,Midsize,Convertible,280,8,2,22,16,37855,5657,,Ford,2003
premium unleaded (required),AUTOMATIC,rear wheel drive,Performance,Midsize,Convertible,280,8,2,22,16,39310,5657,,Ford,2003
premium unleaded (required),AUTOMATIC,rear wheel drive,Performance,Midsize,Convertible,280,8,2,21,15,37435,5657,,Ford,2004
premium unleaded (required),AUTOMATIC,rear wheel drive,Performance,Midsize,Convertible,280,8,2,21,15,38480,5657,,Ford,2004
premium unleaded (required),AUTOMATIC,rear wheel drive,Performance,Midsize,Convertible,280,8,2,22,16,38355,5657,,Ford,2005
premium unleaded (required),AUTOMATIC,rear wheel drive,Performance,Midsize,Convertible,280,8,2,22,16,39415,5657,,Ford,2005
regular unleaded,AUTOMATIC,front wheel drive,Hatchback,Compact,2dr Hatchback,138,4,2,27,19,17095,1439,,Hyundai,2006
regular unleaded,MANUAL,front wheel drive,Hatchback,Compact,2dr Hatchback,172,6,2,24,17,18595,1439,,Hyundai,2006
regular unleaded,MANUAL,front wheel drive,Hatchback,Compact,2dr Hatchback,172,6,2,24,16,20595,1439,,Hyundai,2006
regular unleaded,MANUAL,front wheel drive,Hatchback,Compact,2dr Hatchback,138,4,2,28,21,16095,1439,,Hyundai,2006
regular unleaded,MANUAL,front wheel drive,Hatchback,Compact,2dr Hatchback,172,6,2,24,17,21595,1439,,Hyundai,2006
regular unleaded,AUTOMATIC,front wheel drive,Hatchback,Compact,2dr Hatchback,172,6,2,24,17,19595,1439,,Hyundai,2006
regular unleaded,AUTOMATIC,front wheel drive,Hatchback,Compact,2dr Hatchback,172,6,2,24,17,21195,1439,,Hyundai,2006
regular unleaded,MANUAL,front wheel drive,Hatchback,Compact,2dr Hatchback,172,6,2,24,16,22095,1439,,Hyundai,2007
regular unleaded,MANUAL,front wheel drive,Hatchback,Compact,2dr Hatchback,172,6,2,24,17,19395,1439,,Hyundai,2007
regular unleaded,AUTOMATIC,front wheel drive,Hatchback,Compact,2dr Hatchback,138,4,2,27,20,17795,1439,,Hyundai,2007
regular unleaded,MANUAL,front wheel drive,Hatchback,Compact,2dr Hatchback,172,6,2,24,17,21695,1439,,Hyundai,2007
regular unleaded,AUTOMATIC,front wheel drive,Hatchback,Compact,2dr Hatchback,172,6,2,24,17,22795,1439,,Hyundai,2007
regular unleaded,MANUAL,front wheel drive,Hatchback,Compact,2dr Hatchback,138,4,2,28,20,16695,1439,,Hyundai,2007
regular unleaded,AUTOMATIC,front wheel drive,Hatchback,Compact,2dr Hatchback,172,6,2,23,20,20495,1439,,Hyundai,2007
regular unleaded,AUTOMATIC,front wheel drive,Hatchback,Compact,2dr Hatchback,138,4,2,27,20,18370,1439,,Hyundai,2008
regular unleaded,AUTOMATIC,front wheel drive,Hatchback,Compact,2dr Hatchback,172,6,2,24,17,21270,1439,,Hyundai,2008
